#time    #x    #y
-1.00 0.21 0.62 0.04 0.24 0.95 0.43 0.32 0.50 0.46 0.18 
-1.00 0.24 0.63 0.07 0.25 0.95 0.38 0.32 0.46 0.50 0.21 
-1.00 0.27 0.70 0.07 0.23 0.90 0.41 0.29 0.42 0.53 0.22 
-1.00 0.27 0.65 0.04 0.16 0.89 0.37 0.27 0.40 0.52 0.20 
-1.00 0.24 0.69 0.06 0.21 0.88 0.31 0.30 0.40 0.55 0.19 
-1.00 0.27 0.65 0.02 0.21 0.83 0.35 0.30 0.41 0.52 0.20 
-1.00 0.24 0.64 0.06 0.21 0.80 0.34 0.29 0.36 0.48 0.17 
-1.00 0.30 0.63 0.07 0.24 0.81 0.41 0.29 0.34 0.46 0.21 
-1.00 0.28 0.61 0.04 0.23 0.80 0.41 0.30 0.34 0.43 0.23 
-1.00 0.31 0.59 0.07 0.29 0.80 0.44 0.34 0.34 0.47 0.18 
-1.00 0.29 0.60 0.07 0.35 0.80 0.42 0.34 0.32 0.42 0.15 
-1.00 0.27 0.63 0.09 0.38 0.78 0.43 0.35 0.35 0.43 0.18 
-1.00 0.24 0.66 0.07 0.32 0.77 0.47 0.39 0.33 0.43 0.22 
-1.00 0.28 0.70 -0.03 0.30 0.78 0.44 0.41 0.30 0.40 0.21 
-1.00 0.28 0.73 -0.07 0.25 0.77 0.42 0.41 0.29 0.41 0.23 
-1.00 0.26 0.75 -0.04 0.26 0.78 0.43 0.37 0.34 0.44 0.19 
-1.00 0.22 0.77 -0.05 0.26 0.70 0.42 0.35 0.34 0.42 0.19 
-1.00 0.20 0.80 -0.10 0.22 0.66 0.44 0.34 0.34 0.43 0.18 
-1.00 0.22 0.77 -0.08 0.20 0.65 0.51 0.33 0.35 0.37 0.21 
-1.00 0.22 0.74 -0.07 0.22 0.68 0.49 0.33 0.34 0.41 0.20 
-1.00 0.19 0.76 -0.10 0.24 0.67 0.55 0.32 0.40 0.41 0.22 
-1.00 0.19 0.79 -0.09 0.22 0.69 0.59 0.31 0.45 0.39 0.21 
-1.00 0.18 0.84 -0.09 0.24 0.70 0.60 0.35 0.43 0.39 0.22 
-1.00 0.12 0.81 -0.09 0.21 0.73 0.61 0.34 0.37 0.37 0.19 
-1.00 0.09 0.87 -0.04 0.20 0.70 0.59 0.35 0.36 0.34 0.17 
-1.00 0.06 0.83 -0.06 0.18 0.68 0.58 0.36 0.36 0.30 0.19 
-1.00 0.05 0.82 0.02 0.14 0.65 0.56 0.41 0.40 0.38 0.23 
-1.00 -0.02 0.80 0.03 0.12 0.68 0.53 0.45 0.38 0.39 0.24 
-1.00 -0.07 0.87 0.08 0.14 0.69 0.53 0.44 0.41 0.35 0.26 
-1.00 -0.09 0.89 0.03 0.14 0.72 0.52 0.49 0.41 0.33 0.22 
-1.00 -0.08 0.92 0.03 0.15 0.67 0.49 0.46 0.43 0.31 0.25 
-1.00 -0.09 0.88 0.02 0.15 0.66 0.53 0.40 0.39 0.28 0.26 
-1.00 -0.16 0.90 0.06 0.08 0.69 0.56 0.45 0.36 0.28 0.22 
-1.00 -0.19 0.84 0.07 0.09 0.64 0.56 0.49 0.37 0.31 0.23 
-1.00 -0.17 0.89 0.09 0.11 0.70 0.54 0.50 0.39 0.28 0.21 
-1.00 -0.21 0.88 0.08 0.14 0.68 0.48 0.46 0.39 0.26 0.21 
-1.00 -0.20 0.85 0.07 0.11 0.67 0.47 0.41 0.35 0.24 0.22 
-1.00 -0.19 0.90 0.02 0.07 0.72 0.44 0.45 0.39 0.24 0.25 
-1.00 -0.21 0.90 0.08 0.10 0.72 0.40 0.49 0.37 0.30 0.25 
-1.00 -0.18 0.91 0.01 0.10 0.74 0.39 0.45 0.35 0.33 0.26 
-1.00 -0.21 0.91 0.07 0.09 0.75 0.38 0.43 0.32 0.34 0.27 
-1.00 -0.24 0.93 0.07 0.10 0.76 0.36 0.41 0.31 0.32 0.22 
-1.00 -0.21 0.89 0.08 0.10 0.74 0.38 0.41 0.31 0.33 0.29 
-1.00 -0.20 0.88 0.07 0.14 0.73 0.39 0.42 0.29 0.30 0.32 
-1.00 -0.13 0.93 0.07 0.15 0.78 0.44 0.42 0.31 0.29 0.35 
-1.00 -0.22 0.95 0.06 0.17 0.77 0.49 0.40 0.30 0.24 0.32 
-1.00 -0.22 0.96 0.09 0.16 0.75 0.50 0.44 0.28 0.26 0.33 
-1.00 -0.22 0.94 0.07 0.14 0.76 0.49 0.48 0.29 0.28 0.33 
-1.00 -0.25 0.90 0.04 0.15 0.79 0.55 0.46 0.27 0.32 0.34 
-1.00 -0.18 0.87 -0.00 0.23 0.76 0.52 0.48 0.23 0.35 0.39 
-1.00 -0.22 0.86 -0.03 0.19 0.78 0.50 0.49 0.19 0.36 0.39 
-1.00 -0.25 0.86 -0.01 0.17 0.80 0.47 0.49 0.19 0.32 0.47 
-1.00 -0.22 0.87 -0.02 0.18 0.78 0.43 0.51 0.17 0.34 0.48 
-1.00 -0.23 0.85 0.01 0.14 0.78 0.47 0.54 0.17 0.33 0.48 
-1.00 -0.22 0.88 -0.01 0.13 0.81 0.44 0.54 0.21 0.31 0.49 
-1.00 -0.24 0.89 -0.02 0.11 0.79 0.42 0.56 0.18 0.24 0.48 
-1.00 -0.29 0.91 -0.03 0.10 0.83 0.36 0.62 0.15 0.24 0.49 
-1.00 -0.32 0.96 0.03 0.09 0.81 0.30 0.60 0.14 0.23 0.43 
-1.00 -0.35 0.99 0.02 0.11 0.80 0.27 0.64 0.17 0.28 0.42 
-1.00 -0.37 0.98 -0.02 0.07 0.85 0.29 0.60 0.14 0.24 0.46 
-1.00 -0.30 0.99 -0.01 0.12 0.83 0.26 0.58 0.14 0.25 0.40 
-1.00 -0.29 0.95 0.03 0.11 0.86 0.25 0.58 0.15 0.28 0.36 
-1.00 -0.32 0.94 0.07 0.12 0.81 0.23 0.54 0.12 0.31 0.37 
-1.00 -0.36 0.90 0.06 0.13 0.80 0.25 0.57 0.07 0.28 0.43 
-1.00 -0.36 0.96 0.05 0.09 0.83 0.19 0.56 0.05 0.32 0.40 
-1.00 -0.41 0.95 0.07 0.07 0.83 0.20 0.57 0.05 0.30 0.37 
-1.00 -0.38 0.94 0.05 0.06 0.88 0.23 0.56 -0.01 0.25 0.35 
-1.00 -0.35 0.93 0.07 0.06 0.88 0.22 0.56 -0.03 0.21 0.35 
-1.00 -0.36 0.99 0.07 0.01 0.89 0.22 0.50 -0.03 0.19 0.39 
-1.00 -0.33 1.04 0.04 -0.01 0.85 0.26 0.52 -0.04 0.19 0.36 
-1.00 -0.30 1.02 0.03 -0.04 0.77 0.31 0.52 -0.05 0.26 0.36 
-1.00 -0.27 1.07 0.05 -0.05 0.77 0.28 0.51 -0.04 0.26 0.38 
-1.00 -0.24 1.05 0.10 -0.02 0.75 0.33 0.51 -0.05 0.29 0.34 
-1.00 -0.24 1.06 0.10 -0.06 0.72 0.26 0.54 -0.08 0.31 0.28 
-1.00 -0.26 1.07 0.11 -0.01 0.75 0.27 0.51 -0.04 0.26 0.28 
-1.00 -0.28 1.10 0.15 0.03 0.80 0.24 0.55 -0.03 0.27 0.26 
-1.00 -0.28 1.09 0.15 0.08 0.76 0.24 0.60 0.01 0.25 0.22 
-1.00 -0.26 1.07 0.16 0.13 0.80 0.22 0.57 0.01 0.24 0.24 
-1.00 -0.27 1.10 0.17 0.18 0.85 0.20 0.61 -0.01 0.22 0.22 
-1.00 -0.22 1.11 0.22 0.19 0.90 0.20 0.58 0.07 0.19 0.22 
-1.00 -0.22 1.11 0.20 0.17 0.92 0.23 0.55 0.07 0.21 0.26 
-1.00 -0.16 1.10 0.23 0.14 0.93 0.28 0.57 0.12 0.21 0.21 
-1.00 -0.13 1.15 0.28 0.18 0.95 0.28 0.57 0.09 0.21 0.22 
-1.00 -0.14 1.12 0.36 0.16 0.90 0.27 0.58 0.05 0.16 0.24 
-1.00 -0.17 1.09 0.30 0.17 0.90 0.25 0.58 0.08 0.14 0.20 
-1.00 -0.16 1.08 0.26 0.24 0.86 0.16 0.64 0.08 0.14 0.18 
-1.00 -0.15 1.06 0.25 0.27 0.85 0.15 0.60 0.06 0.13 0.18 
-1.00 -0.15 1.05 0.25 0.27 0.81 0.18 0.55 0.08 0.15 0.14 
-1.00 -0.09 1.01 0.27 0.32 0.84 0.18 0.58 0.03 0.17 0.17 
-1.00 -0.07 1.00 0.24 0.30 0.87 0.14 0.55 0.05 0.20 0.16 
-1.00 -0.08 1.00 0.24 0.32 0.87 0.10 0.58 0.11 0.20 0.18 
-1.00 -0.04 0.98 0.21 0.33 0.90 0.09 0.59 0.16 0.18 0.22 
-1.00 -0.01 0.96 0.22 0.38 0.93 0.09 0.55 0.15 0.19 0.21 
-1.00 0.03 0.98 0.23 0.42 0.93 0.12 0.57 0.13 0.14 0.19 
-1.00 -0.02 0.98 0.22 0.39 0.89 0.10 0.55 0.11 0.12 0.17 
-1.00 -0.01 0.99 0.21 0.43 0.89 0.06 0.50 0.10 0.15 0.18 
-1.00 0.02 0.98 0.20 0.42 0.94 0.09 0.48 0.12 0.14 0.21 
-1.00 0.06 0.90 0.19 0.48 0.90 0.08 0.47 0.13 0.22 0.17 
-1.00 0.05 0.82 0.20 0.44 0.90 0.13 0.50 0.06 0.21 0.17 
-1.00 0.07 0.71 0.17 0.43 0.97 0.12 0.48 0.02 0.22 0.15 
-1.00 0.06 0.71 0.13 0.38 0.96 0.12 0.46 0.01 0.23 0.16 
-1.00 0.10 0.67 0.14 0.36 0.95 0.12 0.49 -0.07 0.24 0.16 
-1.00 0.12 0.69 0.14 0.37 0.96 0.10 0.54 -0.07 0.26 0.14 
-1.00 0.20 0.64 0.15 0.39 0.97 0.09 0.53 -0.04 0.23 0.09 
-1.00 0.18 0.64 0.15 0.40 0.98 0.09 0.51 -0.04 0.19 0.07 
-1.00 0.21 0.57 0.17 0.41 0.97 0.13 0.54 -0.03 0.21 0.12 
-1.00 0.22 0.57 0.19 0.45 0.98 0.12 0.55 -0.04 0.16 0.13 
-1.00 0.21 0.65 0.18 0.46 0.96 0.12 0.54 -0.03 0.19 0.10 
-1.00 0.19 0.68 0.19 0.48 0.97 0.09 0.54 -0.06 0.13 0.14 
-1.00 0.18 0.64 0.16 0.43 0.95 0.08 0.56 -0.02 0.07 0.09 
-1.00 0.18 0.70 0.21 0.39 0.93 0.06 0.54 -0.05 0.11 0.11 
-1.00 0.14 0.69 0.25 0.39 0.93 0.08 0.51 -0.10 0.11 0.10 
-1.00 0.15 0.67 0.28 0.39 0.89 0.12 0.53 -0.09 0.14 0.10 
-1.00 0.18 0.73 0.30 0.44 0.93 0.07 0.58 -0.11 0.16 0.13 
-1.00 0.14 0.71 0.33 0.42 0.91 0.08 0.62 -0.11 0.13 0.07 
-1.00 0.15 0.71 0.33 0.41 0.91 0.09 0.65 -0.06 0.13 0.06 
-1.00 0.14 0.73 0.39 0.40 0.89 0.05 0.62 -0.09 0.07 0.05 
-1.00 0.14 0.72 0.36 0.39 0.90 0.01 0.62 -0.11 0.02 0.02 
-1.00 0.14 0.68 0.37 0.36 0.90 0.02 0.63 -0.10 0.04 0.01 
-1.00 0.14 0.60 0.33 0.36 0.96 0.09 0.66 -0.05 -0.03 0.04 
-1.00 0.18 0.63 0.31 0.36 0.96 0.08 0.67 -0.13 -0.08 0.07 
-1.00 0.18 0.63 0.25 0.31 1.01 0.09 0.68 -0.12 -0.11 0.11 
-1.00 0.11 0.65 0.23 0.36 1.02 0.05 0.70 -0.12 -0.10 0.08 
-1.00 0.08 0.65 0.30 0.32 1.09 0.02 0.73 -0.11 -0.11 0.11 
-1.00 0.07 0.64 0.30 0.32 1.13 -0.00 0.78 -0.09 -0.10 0.08 
-1.00 0.07 0.59 0.27 0.26 1.09 -0.03 0.81 -0.10 -0.14 0.06 
-1.00 0.03 0.59 0.27 0.27 1.12 -0.06 0.86 -0.11 -0.11 0.05 
-1.00 0.02 0.50 0.25 0.26 1.16 -0.06 0.81 -0.11 -0.11 0.06 
-1.00 0.03 0.51 0.23 0.22 1.13 -0.05 0.80 -0.11 -0.13 0.04 
-1.00 0.07 0.48 0.24 0.20 1.08 -0.06 0.76 -0.16 -0.08 0.00 
-1.00 0.10 0.49 0.26 0.18 1.06 -0.03 0.77 -0.10 -0.11 0.03 
-1.00 0.13 0.48 0.24 0.17 1.12 -0.01 0.76 -0.10 -0.06 0.01 
-1.00 0.12 0.47 0.26 0.16 1.18 0.02 0.73 -0.05 -0.07 0.01 
-1.00 0.15 0.50 0.27 0.13 1.19 -0.01 0.68 -0.02 -0.05 0.01 
-1.00 0.16 0.49 0.29 0.10 1.18 -0.05 0.68 -0.02 -0.01 0.00 
-1.00 0.13 0.49 0.33 0.10 1.17 -0.06 0.69 -0.01 -0.07 0.02 
-1.00 0.14 0.47 0.32 0.11 1.13 -0.07 0.69 0.01 -0.09 0.02 
-1.00 0.15 0.45 0.34 0.05 1.09 -0.10 0.72 0.04 -0.11 -0.00 
-1.00 0.11 0.41 0.39 0.03 1.08 -0.09 0.66 0.08 -0.08 -0.03 
-1.00 0.13 0.40 0.41 0.04 1.08 -0.06 0.59 0.08 -0.08 0.04 
-1.00 0.03 0.37 0.39 0.01 1.04 -0.16 0.58 0.07 -0.09 0.05 
-1.00 0.07 0.36 0.40 0.02 1.02 -0.12 0.58 0.08 -0.09 0.07 
-1.00 0.01 0.32 0.41 0.02 1.01 -0.06 0.57 0.07 -0.09 0.08 
-1.00 0.06 0.33 0.40 -0.00 1.02 -0.08 0.56 -0.02 -0.15 0.11 
-1.00 0.10 0.36 0.44 -0.05 1.04 -0.04 0.57 -0.03 -0.16 0.10 
-1.00 0.16 0.41 0.45 -0.09 1.07 -0.04 0.63 -0.04 -0.11 0.13 
-1.00 0.16 0.38 0.43 -0.03 1.06 -0.07 0.64 -0.07 -0.13 0.13 
-1.00 0.15 0.36 0.41 -0.05 1.03 -0.11 0.58 -0.09 -0.13 0.11 
-1.00 0.14 0.42 0.36 -0.03 1.03 -0.13 0.51 -0.07 -0.12 0.11 
-1.00 0.16 0.37 0.36 -0.05 1.01 -0.13 0.54 -0.06 -0.13 0.12 
-1.00 0.16 0.44 0.32 -0.04 0.99 -0.18 0.51 -0.07 -0.11 0.14 
-1.00 0.13 0.48 0.32 -0.04 0.95 -0.11 0.52 -0.05 -0.06 0.17 
-1.00 0.07 0.49 0.27 -0.05 0.98 -0.11 0.47 -0.11 -0.06 0.14 
-1.00 0.12 0.53 0.25 -0.02 0.92 -0.07 0.45 -0.08 -0.06 0.12 
-1.00 0.13 0.57 0.22 -0.02 0.91 -0.05 0.44 -0.03 -0.09 0.12 
-1.00 0.15 0.58 0.24 -0.01 0.94 0.01 0.38 -0.07 -0.03 0.13 
-1.00 0.11 0.60 0.22 0.00 0.95 0.07 0.42 -0.11 -0.02 0.20 
-1.00 0.10 0.59 0.21 0.00 0.95 0.03 0.45 -0.06 -0.02 0.24 
-1.00 0.14 0.59 0.22 -0.02 0.92 0.01 0.44 -0.05 -0.03 0.27 
-1.00 0.17 0.62 0.17 -0.04 0.93 0.03 0.47 -0.10 -0.02 0.27 
-1.00 0.14 0.71 0.17 -0.03 0.94 0.06 0.47 -0.13 -0.03 0.23 
-1.00 0.18 0.67 0.18 -0.03 0.95 0.07 0.47 -0.13 -0.00 0.30 
-1.00 0.20 0.66 0.19 -0.01 0.95 0.09 0.52 -0.11 -0.01 0.32 
-1.00 0.24 0.61 0.12 0.02 0.96 0.12 0.42 -0.11 -0.02 0.28 
-1.00 0.24 0.56 0.09 0.10 0.93 0.13 0.44 -0.11 -0.03 0.27 
-1.00 0.24 0.54 0.10 0.08 0.93 0.15 0.47 -0.09 -0.10 0.26 
-1.00 0.24 0.57 0.08 0.07 0.91 0.16 0.48 -0.16 -0.11 0.27 
-1.00 0.24 0.52 0.08 0.15 0.92 0.13 0.48 -0.19 -0.10 0.25 
-1.00 0.23 0.52 0.05 0.10 0.92 0.09 0.47 -0.20 -0.07 0.25 
-1.00 0.26 0.53 0.03 0.09 0.90 0.10 0.44 -0.19 -0.04 0.22 
-1.00 0.22 0.51 0.04 0.08 0.86 0.12 0.50 -0.22 -0.04 0.25 
-1.00 0.23 0.52 0.06 0.09 0.84 0.10 0.48 -0.23 -0.06 0.31 
-1.00 0.23 0.54 0.07 0.13 0.81 0.10 0.45 -0.17 -0.05 0.27 
-1.00 0.21 0.52 0.09 0.12 0.78 0.13 0.48 -0.19 -0.06 0.26 
-1.00 0.19 0.53 0.08 0.14 0.82 0.16 0.51 -0.19 -0.06 0.25 
-1.00 0.20 0.50 0.15 0.26 0.83 0.19 0.50 -0.17 -0.07 0.26 
-1.00 0.19 0.52 0.18 0.26 0.80 0.18 0.47 -0.17 -0.10 0.22 
-1.00 0.15 0.58 0.18 0.27 0.82 0.20 0.52 -0.15 -0.02 0.21 
-1.00 0.12 0.54 0.20 0.28 0.77 0.18 0.53 -0.09 0.04 0.19 
-1.00 0.10 0.46 0.18 0.28 0.79 0.16 0.52 -0.09 0.05 0.13 
-1.00 0.13 0.42 0.17 0.32 0.86 0.10 0.50 -0.05 0.05 0.12 
-1.00 0.12 0.42 0.15 0.31 0.91 0.11 0.42 -0.01 0.08 0.12 
-1.00 0.08 0.41 0.09 0.30 0.88 0.11 0.44 0.01 0.11 0.10 
-1.00 0.07 0.41 0.07 0.30 0.84 0.10 0.45 0.02 0.15 0.07 
-1.00 0.05 0.39 0.08 0.28 0.83 0.08 0.43 -0.02 0.18 0.08 
-1.00 0.10 0.41 0.11 0.24 0.84 0.06 0.40 -0.05 0.15 0.10 
-1.00 0.09 0.39 0.15 0.27 0.88 0.05 0.43 -0.06 0.15 0.14 
-1.00 0.06 0.42 0.13 0.30 0.89 0.02 0.40 -0.08 0.16 0.16 
-1.00 0.07 0.41 0.15 0.33 0.91 0.05 0.42 -0.09 0.24 0.16 
-1.00 0.03 0.36 0.14 0.34 0.92 0.03 0.41 -0.06 0.22 0.15 
-1.00 0.04 0.42 0.18 0.36 0.94 0.07 0.40 -0.09 0.23 0.17 
-1.00 0.05 0.47 0.16 0.40 0.93 0.06 0.41 -0.09 0.18 0.19 
-1.00 0.04 0.49 0.15 0.43 0.89 0.04 0.37 -0.12 0.24 0.17 
-1.00 0.12 0.48 0.07 0.47 0.94 0.10 0.34 -0.08 0.27 0.17 
-1.00 0.11 0.45 0.07 0.49 0.99 0.15 0.33 -0.07 0.29 0.17 
-1.00 0.09 0.47 0.05 0.47 0.98 0.12 0.35 -0.06 0.26 0.16 
-1.00 0.09 0.47 0.07 0.49 0.98 0.09 0.32 -0.04 0.25 0.18 
-1.00 0.07 0.46 0.00 0.51 1.00 0.12 0.32 -0.06 0.27 0.17 
-1.00 0.04 0.47 -0.01 0.54 1.01 0.11 0.32 -0.04 0.29 0.16 
-1.00 0.09 0.43 -0.04 0.54 1.07 0.07 0.30 -0.01 0.38 0.14 
-1.00 0.07 0.41 -0.02 0.53 1.11 0.08 0.27 -0.01 0.43 0.13 
-1.00 0.07 0.41 0.01 0.58 1.12 0.06 0.27 0.03 0.46 0.13 
-1.00 0.08 0.39 -0.02 0.56 1.12 0.09 0.27 0.01 0.36 0.16 
-1.00 0.12 0.38 -0.04 0.53 1.14 0.05 0.28 0.00 0.37 0.18 
-1.00 0.08 0.35 -0.01 0.55 1.08 0.06 0.27 -0.03 0.41 0.19 
-1.00 0.13 0.30 -0.01 0.53 1.13 0.12 0.28 -0.01 0.37 0.15 
-1.00 0.12 0.27 0.03 0.56 1.09 0.11 0.34 -0.02 0.34 0.14 
-1.00 0.07 0.24 0.06 0.58 1.12 0.10 0.37 -0.05 0.32 0.15 
-1.00 0.03 0.25 0.03 0.63 1.14 0.10 0.38 -0.07 0.30 0.11 
-1.00 -0.00 0.24 0.05 0.64 1.13 0.12 0.37 -0.05 0.33 0.03 
-1.00 0.03 0.26 0.03 0.65 1.18 0.13 0.37 -0.04 0.28 0.03 
-1.00 0.06 0.25 0.03 0.64 1.14 0.10 0.37 0.06 0.27 -0.04 
-1.00 0.05 0.28 -0.01 0.65 1.08 0.13 0.34 0.06 0.32 -0.06 
-1.00 0.06 0.25 -0.05 0.71 1.06 0.16 0.35 0.02 0.30 -0.13 
-1.00 0.07 0.27 0.00 0.70 1.08 0.17 0.39 0.03 0.32 -0.11 
-1.00 0.07 0.31 0.07 0.70 1.04 0.15 0.40 0.06 0.35 -0.18 
-1.00 0.05 0.29 0.03 0.68 1.02 0.18 0.40 -0.01 0.31 -0.14 
-1.00 0.04 0.31 -0.02 0.65 1.05 0.17 0.39 0.06 0.36 -0.16 
-1.00 0.07 0.37 0.02 0.64 1.06 0.22 0.36 0.03 0.37 -0.15 
-1.00 0.10 0.37 0.00 0.66 1.07 0.17 0.39 0.01 0.32 -0.14 
-1.00 0.06 0.36 0.00 0.63 1.06 0.15 0.41 0.01 0.31 -0.14 
-1.00 0.06 0.38 -0.04 0.61 1.10 0.11 0.45 0.01 0.30 -0.13 
-1.00 0.08 0.37 -0.10 0.60 1.07 0.09 0.47 0.05 0.28 -0.13 
-1.00 0.10 0.37 -0.06 0.62 1.07 0.10 0.49 0.03 0.30 -0.14 
-1.00 0.08 0.38 -0.07 0.62 1.12 0.09 0.47 0.07 0.26 -0.17 
-1.00 0.02 0.45 -0.06 0.63 1.15 0.04 0.47 0.10 0.25 -0.21 
-1.00 0.00 0.45 -0.10 0.62 1.16 0.04 0.47 0.11 0.23 -0.15 
-1.00 0.07 0.46 -0.12 0.64 1.12 0.01 0.49 0.07 0.27 -0.11 
-1.00 0.12 0.47 -0.10 0.61 1.12 -0.02 0.48 0.08 0.31 -0.15 
-1.00 0.11 0.49 -0.13 0.58 1.14 -0.01 0.43 0.07 0.32 -0.14 
-1.00 0.05 0.47 -0.11 0.57 1.16 -0.01 0.43 0.09 0.30 -0.15 
-1.00 0.05 0.46 -0.12 0.57 1.15 0.03 0.42 0.13 0.38 -0.21 
-1.00 0.04 0.39 -0.09 0.61 1.14 -0.04 0.48 0.10 0.32 -0.19 
-1.00 0.01 0.38 -0.09 0.57 1.16 -0.04 0.47 0.04 0.28 -0.21 
-1.00 0.03 0.35 -0.07 0.52 1.16 -0.07 0.56 0.02 0.34 -0.21 
-1.00 -0.00 0.33 -0.05 0.50 1.18 -0.05 0.52 0.03 0.29 -0.15 
-1.00 -0.01 0.39 -0.14 0.48 1.17 -0.10 0.50 0.00 0.28 -0.18 
-1.00 -0.00 0.39 -0.17 0.43 1.18 -0.11 0.57 -0.02 0.25 -0.16 
